decile1b,decile3,decile1,cluster,lsat,ugpa,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,parttime,tier,gender
b'10',b'10',b'10',3.0,40.0,2.7,1.34,69.0,1.55,1.0,4.0,-62.0,0.0,3.0,b'female'
b'01',b'02',b'01',3.0,27.0,3.3,-1.75,68.0,-1.18,1.0,4.0,-66.0,0.0,3.0,b'female'
b'06',b'08',b'06',4.0,37.5,3.1,0.06,65.0,0.57,1.0,4.0,-58.0,0.0,5.0,b'female'
b'08',b'09',b'09',3.0,38.0,3.1,0.84,67.0,0.97,1.0,3.0,-60.0,0.0,3.0,b'male'
b'05',b'05',b'06',1.0,38.0,3.4,0.05,69.0,-0.03,1.0,4.0,-62.0,0.0,4.0,b'female'
b'01',b'01',b'01',3.0,23.0,2.8,-1.77,67.0,-2.05,1.0,2.0,-65.0,0.0,3.0,b'female'
b'03',b'05',b'04',2.0,30.5,3.4,-0.44,68.0,-0.26,1.0,4.0,-66.0,0.0,2.0,b'male'
b'07',b'07',b'08',3.0,35.0,3.2,0.54,69.0,0.31,1.0,3.0,-62.0,0.0,3.0,b'female'
b'09',b'09',b'09',3.0,40.0,2.8,0.92,67.0,1.27,1.0,4.0,-60.0,0.0,3.0,b'female'
b'07',b'08',b'08',1.0,36.0,3.0,0.61,65.0,0.58,1.0,3.0,-58.0,0.0,4.0,b'male'
b'04',b'03',b'04',3.0,33.0,3.3,-0.42,66.0,-0.67,1.0,5.0,-59.0,0.0,3.0,b'male'
b'02',b'04',b'02',3.0,34.5,3.1,-0.95,61.0,-0.4,1.0,3.0,-54.0,0.0,3.0,b'male'
b'05',b'04',b'05',4.0,37.0,3.5,-0.2,68.0,-0.35,1.0,4.0,-61.0,0.0,5.0,b'female'
b'07',b'09',b'07',3.0,38.0,3.1,0.45,69.0,0.99,1.0,3.0,-62.0,0.0,3.0,b'male'
b'09',b'07',b'09',1.0,43.0,3.3,1.2,65.0,0.34,1.0,4.0,-63.0,0.0,4.0,b'female'
b'01',b'01',b'01',3.0,34.0,2.6,-1.44,58.0,-1.92,1.0,2.0,-51.0,0.0,3.0,b'female'
b'10',b'10',b'10',4.0,37.0,3.4,2.28,62.0,3.18,1.0,5.0,-55.0,0.0,5.0,b'female'
b'08',b'07',b'08',5.0,42.0,3.8,0.74,69.0,0.28,1.0,4.0,-62.0,0.0,6.0,b'female'
b'10',b'10',b'10',3.0,44.0,3.3,2.04,61.0,1.45,1.0,3.0,-54.0,0.0,3.0,b'female'
b'07',b'08',b'08',1.0,33.0,4.0,0.58,65.0,0.72,1.0,3.0,-58.0,0.0,4.0,b'female'
b'08',b'09',b'08',4.0,46.0,3.6,0.8,68.0,1.09,1.0,5.0,-61.0,0.0,5.0,b'male'
b'03',b'05',b'03',4.0,42.0,3.7,-0.73,69.0,-0.16,1.0,3.0,-62.0,0.0,5.0,b'female'
b'08',b'09',b'08',3.0,39.5,2.2,0.65,58.0,1.04,1.0,3.0,-51.0,0.0,3.0,b'male'
b'09',b'09',b'09',3.0,37.0,3.2,1.11,68.0,1.28,1.0,4.0,-61.0,0.0,3.0,b'female'
b'08',b'08',b'08',1.0,33.0,2.7,0.73,66.0,0.83,1.0,4.0,-64.0,0.0,4.0,b'female'
b'05',b'04',b'05',3.0,33.0,2.4,-0.17,64.0,-0.42,1.0,5.0,-57.0,0.0,3.0,b'female'
b'05',b'04',b'05',3.0,42.0,2.8,-0.1,65.0,-0.56,1.0,5.0,-58.0,0.0,3.0,b'male'
b'07',b'06',b'07',3.0,41.0,2.9,0.37,64.0,0.26,1.0,3.0,-57.0,0.0,3.0,b'male'
b'07',b'04',b'07',3.0,36.0,2.7,0.33,68.0,-0.49,1.0,2.0,-61.0,0.0,3.0,b'female'
b'02',b'01',b'02',3.0,22.5,2.2,-0.91,64.0,-1.31,1.0,2.0,-57.0,0.0,3.0,b'male'
b'08',b'08',b'08',4.0,34.0,2.9,0.78,67.0,0.77,1.0,5.0,-60.0,0.0,5.0,b'male'
b'09',b'09',b'09',3.0,34.0,3.4,0.89,69.0,0.9,1.0,4.0,-62.0,0.0,3.0,b'female'
b'06',b'07',b'06',1.0,38.0,3.0,0.1,52.0,0.47,1.0,3.0,-45.0,0.0,4.0,b'female'
b'09',b'08',b'10',1.0,42.0,3.6,1.3,69.0,0.87,1.0,3.0,-62.0,0.0,4.0,b'male'
b'04',b'02',b'04',3.0,35.0,3.4,-0.42,68.0,-0.92,1.0,4.0,-61.0,0.0,3.0,b'male'
b'02',b'02',b'02',4.0,40.0,3.3,-0.85,69.0,-1.06,1.0,4.0,-62.0,0.0,5.0,b'female'
b'07',b'07',b'07',3.0,39.0,3.1,0.33,65.0,0.54,1.0,3.0,-58.0,0.0,3.0,b'male'
b'05',b'07',b'06',1.0,31.5,3.7,0.08,69.0,0.31,1.0,4.0,-62.0,0.0,4.0,b'male'
b'04',b'04',b'04',1.0,28.0,3.2,-0.41,67.0,-0.28,1.0,2.0,-60.0,0.0,4.0,b'male'
b'10',b'10',b'10',1.0,31.0,3.7,1.66,66.0,2.18,2.0,2.0,-59.0,1.0,4.0,b'male'
b'09',b'10',b'09',4.0,36.0,3.0,1.13,68.0,1.36,2.0,4.0,-61.0,1.0,5.0,b'male'
b'04',b'04',b'04',5.0,46.0,3.2,-0.35,60.0,-0.35,1.0,3.0,-53.0,0.0,6.0,b'male'
b'09',b'08',b'09',3.0,29.0,3.5,1.16,69.0,0.78,1.0,2.0,-63.0,0.0,3.0,b'female'
b'09',b'10',b'09',1.0,35.0,3.3,1.1,67.0,1.32,1.0,2.0,-60.0,0.0,4.0,b'female'
b'04',b'02',b'04',4.0,41.0,2.7,-0.42,68.0,-0.86,1.0,4.0,-61.0,0.0,5.0,b'male'
b'07',b'05',b'07',3.0,24.3,3.1,0.47,68.0,-0.12,1.0,4.0,-66.0,0.0,3.0,b'male'
b'10',b'10',b'10',1.0,44.0,3.6,2.18,57.0,1.99,1.0,3.0,-50.0,0.0,4.0,b'male'
b'01',b'01',b'01',1.0,28.0,2.8,-1.93,68.0,-1.53,1.0,3.0,-61.0,0.0,4.0,b'male'
b'01',b'02',b'02',1.0,34.0,2.9,-1.15,69.0,-1.14,1.0,4.0,-62.0,0.0,4.0,b'female'
b'02',b'02',b'02',5.0,42.0,3.7,-1.07,66.0,-1.07,1.0,3.0,-59.0,0.0,6.0,b'male'
b'05',b'07',b'05',1.0,41.0,3.4,-0.02,69.0,0.5,1.0,4.0,-62.0,0.0,4.0,b'female'
b'07',b'09',b'07',1.0,39.0,3.1,0.57,65.0,0.88,1.0,2.0,-58.0,0.0,4.0,b'female'
b'09',b'10',b'10',3.0,33.0,3.6,1.28,68.0,1.6,1.0,3.0,-61.0,0.0,3.0,b'female'
b'09',b'09',b'09',3.0,40.0,3.8,0.96,69.0,1.24,1.0,5.0,-62.0,0.0,3.0,b'male'
b'07',b'05',b'07',2.0,37.0,2.7,0.4,69.0,-0.29,1.0,5.0,-67.0,0.0,2.0,b'male'
b'05',b'09',b'05',5.0,40.0,3.0,0.04,65.0,0.86,1.0,4.0,-58.0,0.0,6.0,b'female'
b'05',b'04',b'05',5.0,46.0,3.4,-0.15,65.0,-0.36,1.0,3.0,-58.0,0.0,6.0,b'female'
b'06',b'07',b'07',4.0,44.0,3.6,0.27,67.0,0.4,1.0,3.0,-60.0,0.0,5.0,b'male'
b'07',b'06',b'07',5.0,40.0,2.9,0.6,50.0,0.04,1.0,4.0,-43.0,0.0,6.0,b'male'
b'05',b'01',b'05',3.0,39.0,3.6,-0.06,69.0,-1.31,1.0,5.0,-62.0,0.0,3.0,b'female'
b'04',b'04',b'04',1.0,40.0,3.7,-0.4,70.0,-0.46,1.0,5.0,-63.0,0.0,4.0,b'male'
b'08',b'08',b'08',1.0,40.0,3.6,0.68,66.0,0.75,1.0,4.0,-59.0,0.0,4.0,b'male'
b'09',b'09',b'09',5.0,47.0,3.4,1.31,68.0,1.03,1.0,4.0,-61.0,0.0,6.0,b'male'
b'09',b'10',b'09',1.0,40.0,3.5,1.03,62.0,1.39,1.0,3.0,-55.0,0.0,4.0,b'female'
b'02',b'04',b'03',3.0,35.0,1.9,-0.82,58.0,-0.34,1.0,3.0,-51.0,0.0,3.0,b'male'
b'08',b'07',b'08',3.0,31.0,3.7,0.57,68.0,0.44,1.0,3.0,-61.0,0.0,3.0,b'male'
b'09',b'09',b'09',4.0,44.0,3.6,1.04,67.0,0.96,1.0,4.0,-60.0,0.0,5.0,b'male'
b'04',b'04',b'04',3.0,41.0,3.3,-0.38,63.0,-0.53,1.0,3.0,-56.0,0.0,3.0,b'female'
b'08',b'07',b'08',4.0,44.0,3.3,0.75,68.0,0.44,1.0,4.0,-61.0,0.0,5.0,b'male'
b'10',b'10',b'10',3.0,35.0,2.9,1.94,69.0,1.76,1.0,5.0,-62.0,0.0,3.0,b'male'
b'10',b'08',b'10',3.0,35.0,3.6,1.37,67.0,0.84,1.0,3.0,-60.0,0.0,3.0,b'male'
b'01',b'01',b'02',3.0,30.0,3.2,-1.28,69.0,-1.45,1.0,3.0,-62.0,0.0,3.0,b'female'
b'09',b'09',b'09',3.0,38.0,2.6,1.01,56.0,1.25,1.0,3.0,-49.0,0.0,3.0,b'female'
b'04',b'04',b'04',3.0,36.0,3.1,-0.34,69.0,-0.44,1.0,4.0,-62.0,0.0,3.0,b'male'
b'05',b'06',b'05',3.0,32.0,3.1,-0.13,70.0,0.18,1.0,3.0,-63.0,0.0,3.0,b'female'
b'08',b'07',b'08',5.0,42.0,3.2,0.78,69.0,0.47,1.0,5.0,-62.0,0.0,6.0,b'female'
b'06',b'05',b'06',3.0,43.0,3.3,0.23,66.0,-0.07,1.0,4.0,-64.0,0.0,3.0,b'male'
b'05',b'06',b'05',3.0,36.0,2.8,-0.17,68.0,0.01,1.0,3.0,-61.0,0.0,3.0,b'male'
b'02',b'01',b'02',3.0,33.5,2.7,-0.97,66.0,-1.31,2.0,3.0,-59.0,1.0,3.0,b'male'
b'03',b'03',b'03',1.0,30.0,3.8,-0.63,69.0,-0.72,1.0,2.0,-62.0,0.0,4.0,b'male'
b'01',b'01',b'01',3.0,23.0,2.8,-2.37,57.0,-1.64,1.0,1.0,-55.0,0.0,3.0,b'female'
b'09',b'09',b'09',1.0,38.0,3.2,1.03,66.0,0.89,1.0,4.0,-59.0,0.0,4.0,b'male'
b'01',b'01',b'01',1.0,25.0,3.2,-1.42,62.0,-1.47,1.0,3.0,-55.0,0.0,4.0,b'male'
b'08',b'08',b'08',4.0,43.0,3.5,0.62,65.0,0.84,1.0,3.0,-58.0,0.0,5.0,b'male'
b'03',b'03',b'03',1.0,32.0,2.6,-0.65,64.0,-0.73,1.0,3.0,-57.0,0.0,4.0,b'female'
b'04',b'04',b'04',5.0,46.0,3.8,-0.34,70.0,-0.39,1.0,3.0,-63.0,0.0,6.0,b'female'
b'02',b'02',b'02',5.0,47.0,3.5,-1.12,69.0,-0.85,1.0,4.0,-62.0,0.0,6.0,b'male'
b'09',b'04',b'10',3.0,30.0,2.8,1.28,65.0,-0.51,1.0,4.0,-63.0,0.0,3.0,b'male'
b'04',b'06',b'04',3.0,37.0,2.9,-0.38,67.0,0.05,1.0,4.0,-61.0,0.0,3.0,b'female'
b'08',b'08',b'08',1.0,37.0,3.6,0.77,52.0,0.67,1.0,3.0,-45.0,0.0,4.0,b'female'
b'06',b'06',b'06',4.0,38.0,2.7,0.05,68.0,0.07,1.0,3.0,-61.0,0.0,5.0,b'male'
b'04',b'03',b'05',3.0,40.0,2.9,-0.21,69.0,-0.57,1.0,3.0,-62.0,0.0,3.0,b'male'
b'06',b'05',b'06',4.0,42.0,3.1,0.2,65.0,-0.11,1.0,4.0,-58.0,0.0,5.0,b'female'
b'08',b'09',b'08',3.0,34.0,3.3,0.67,66.0,1.12,1.0,5.0,-59.0,0.0,3.0,b'female'
b'08',b'08',b'08',1.0,37.0,3.6,0.68,69.0,0.7,1.0,3.0,-62.0,0.0,4.0,b'female'
b'08',b'07',b'08',4.0,40.0,3.3,0.62,69.0,0.44,1.0,5.0,-62.0,0.0,5.0,b'male'
b'10',b'10',b'10',4.0,43.0,3.2,1.72,68.0,1.66,1.0,4.0,-61.0,0.0,5.0,b'male'
b'09',b'09',b'09',4.0,39.0,3.3,0.96,69.0,0.91,1.0,3.0,-62.0,0.0,5.0,b'male'
b'03',b'04',b'04',3.0,38.0,3.3,-0.48,68.0,-0.36,1.0,3.0,-61.0,0.0,3.0,b'female'
b'03',b'03',b'04',1.0,39.0,3.2,-0.43,67.0,-0.57,1.0,3.0,-60.0,0.0,4.0,b'male'
b'10',b'10',b'10',3.0,41.0,2.7,1.52,68.0,2.04,1.0,4.0,-61.0,0.0,3.0,b'male'
b'01',b'01',b'01',4.0,32.0,2.9,-1.83,68.0,-2.17,1.0,1.0,-61.0,0.0,5.0,b'female'
b'04',b'08',b'05',2.0,35.0,3.7,-0.27,69.0,0.54,1.0,4.0,-62.0,0.0,2.0,b'female'
b'05',b'03',b'05',3.0,33.0,3.2,-0.03,65.0,-0.73,1.0,2.0,-58.0,0.0,3.0,b'male'
b'05',b'05',b'05',3.0,40.0,3.4,-0.1,63.0,-0.11,1.0,3.0,-56.0,0.0,3.0,b'female'
b'03',b'05',b'03',4.0,41.0,3.4,-0.59,69.0,-0.04,1.0,4.0,-62.0,0.0,5.0,b'male'
b'02',b'05',b'02',4.0,38.0,2.7,-1.04,52.0,-0.03,2.0,3.0,-45.0,1.0,5.0,b'male'
b'06',b'06',b'07',3.0,33.0,3.2,0.27,69.0,0.23,1.0,4.0,-62.0,0.0,3.0,b'male'
b'02',b'02',b'02',3.0,12.0,2.9,-1.08,67.0,-1.13,1.0,2.0,-60.0,0.0,3.0,b'female'
b'10',b'09',b'10',3.0,37.0,3.1,1.51,69.0,1.2,1.0,4.0,-62.0,0.0,3.0,b'female'
b'06',b'06',b'06',4.0,41.0,3.2,0.2,70.0,0.02,1.0,5.0,-63.0,0.0,5.0,b'female'
b'10',b'10',b'10',3.0,42.5,3.2,2.35,68.0,2.11,1.0,4.0,-61.0,0.0,3.0,b'male'
b'04',b'04',b'04',1.0,41.0,3.5,-0.26,66.0,-0.46,1.0,3.0,-59.0,0.0,4.0,b'female'
b'03',b'02',b'03',3.0,31.0,3.1,-0.57,59.0,-1.06,1.0,3.0,-52.0,0.0,3.0,b'male'
b'01',b'02',b'01',2.0,35.0,3.4,-1.51,68.0,-1.23,1.0,4.0,-61.0,0.0,2.0,b'female'
b'05',b'03',b'06',3.0,32.0,2.6,0.05,60.0,-0.79,1.0,3.0,-53.0,0.0,3.0,b'male'
b'03',b'02',b'03',1.0,39.0,3.1,-0.55,64.0,-0.97,1.0,3.0,-62.0,0.0,4.0,b'male'
b'09',b'09',b'09',1.0,43.0,3.0,1.05,69.0,0.9,1.0,4.0,-62.0,0.0,4.0,b'male'
b'08',b'07',b'08',1.0,40.0,4.0,0.86,60.0,0.42,1.0,2.0,-58.0,0.0,4.0,b'female'
b'03',b'04',b'04',3.0,31.0,3.6,-0.43,68.0,-0.42,1.0,3.0,-66.0,0.0,3.0,b'male'
b'07',b'08',b'07',3.0,35.0,3.5,0.48,69.0,0.81,1.0,4.0,-62.0,0.0,3.0,b'female'
b'07',b'05',b'08',3.0,37.0,2.9,0.52,69.0,-0.09,1.0,4.0,-62.0,0.0,3.0,b'female'
b'07',b'08',b'07',1.0,40.0,3.0,0.35,66.0,0.75,1.0,4.0,-59.0,0.0,4.0,b'male'
b'01',b'01',b'01',5.0,47.0,3.3,-1.58,68.0,-1.71,1.0,5.0,-61.0,0.0,6.0,b'male'
b'02',b'01',b'02',3.0,44.0,2.7,-1.05,66.0,-1.53,1.0,4.0,-64.0,0.0,3.0,b'male'
b'10',b'10',b'10',4.0,42.0,3.8,1.73,68.0,1.43,1.0,4.0,-61.0,0.0,5.0,b'male'
b'06',b'04',b'07',4.0,41.0,3.2,0.27,68.0,-0.27,1.0,4.0,-61.0,0.0,5.0,b'male'
b'06',b'05',b'06',3.0,34.0,2.7,0.19,66.0,-0.1,1.0,4.0,-59.0,0.0,3.0,b'male'
b'05',b'06',b'05',1.0,33.0,3.4,0.01,69.0,0.14,1.0,3.0,-62.0,0.0,4.0,b'male'
b'10',b'10',b'10',3.0,43.0,2.7,1.53,67.0,1.31,1.0,3.0,-60.0,0.0,3.0,b'male'
b'09',b'10',b'09',1.0,36.0,2.8,1.09,67.0,1.41,1.0,3.0,-60.0,0.0,4.0,b'male'
b'03',b'02',b'03',3.0,26.5,3.4,-0.52,70.0,-1.25,1.0,3.0,-68.0,0.0,3.0,b'female'
b'01',b'02',b'01',3.0,23.0,3.6,-1.52,67.0,-1.14,1.0,3.0,-60.0,0.0,3.0,b'male'
b'04',b'06',b'04',4.0,44.0,3.8,-0.32,69.0,0.18,1.0,3.0,-62.0,0.0,5.0,b'male'
b'01',b'03',b'02',3.0,28.0,3.8,-1.14,70.0,-0.79,1.0,3.0,-64.0,0.0,3.0,b'female'
b'10',b'10',b'10',1.0,41.0,4.0,2.08,68.0,2.26,1.0,3.0,-61.0,0.0,4.0,b'female'
b'08',b'08',b'08',2.0,31.0,3.1,0.65,69.0,0.8,1.0,4.0,-62.0,0.0,2.0,b'male'
b'02',b'06',b'02',1.0,46.0,3.5,-0.93,69.0,0.08,1.0,4.0,-62.0,0.0,4.0,b'male'
b'02',b'03',b'03',3.0,35.0,2.6,-0.76,65.0,-0.58,1.0,3.0,-63.0,0.0,3.0,b'male'
b'07',b'06',b'07',3.0,34.0,2.8,0.33,69.0,0.05,1.0,3.0,-62.0,0.0,3.0,b'female'
b'02',b'01',b'02',4.0,47.0,3.3,-0.89,68.0,-1.31,1.0,5.0,-61.0,0.0,5.0,b'female'
b'08',b'08',b'08',3.0,40.0,3.3,0.8,57.0,0.65,2.0,3.0,-50.0,1.0,3.0,b'male'
b'02',b'02',b'02',1.0,31.0,2.6,-1.05,63.0,-1.25,1.0,3.0,-56.0,0.0,4.0,b'male'
b'03',b'03',b'03',4.0,31.0,3.4,-0.54,64.0,-0.59,1.0,4.0,-57.0,0.0,5.0,b'male'
b'09',b'08',b'09',1.0,36.0,3.2,1.03,68.0,0.82,1.0,3.0,-61.0,0.0,4.0,b'female'
b'06',b'06',b'07',1.0,34.0,3.0,0.32,65.0,0.14,1.0,3.0,-58.0,0.0,4.0,b'male'
b'10',b'10',b'10',3.0,33.0,2.9,1.92,68.0,1.94,1.0,4.0,-61.0,0.0,3.0,b'male'
b'07',b'08',b'07',3.0,38.0,3.9,0.43,47.0,0.62,1.0,4.0,-40.0,0.0,3.0,b'female'
b'08',b'07',b'08',3.0,36.0,3.3,0.83,60.0,0.36,1.0,3.0,-58.0,0.0,3.0,b'male'
b'09',b'09',b'09',3.0,31.0,3.7,1.22,69.0,1.13,1.0,4.0,-62.0,0.0,3.0,b'male'
b'06',b'07',b'06',1.0,44.0,3.4,0.09,68.0,0.45,1.0,3.0,-61.0,0.0,4.0,b'male'
b'02',b'03',b'02',5.0,41.0,3.7,-0.94,68.0,-0.83,1.0,2.0,-61.0,0.0,6.0,b'female'
b'03',b'05',b'03',3.0,42.0,2.7,-0.55,65.0,-0.12,1.0,4.0,-58.0,0.0,3.0,b'male'
b'03',b'03',b'03',3.0,35.0,2.9,-0.69,62.0,-0.87,1.0,4.0,-55.0,0.0,3.0,b'male'
b'02',b'01',b'02',3.0,38.0,3.6,-1.0,69.0,-1.33,1.0,3.0,-62.0,0.0,3.0,b'female'
b'06',b'06',b'06',3.0,31.0,3.3,0.13,68.0,0.25,1.0,4.0,-61.0,0.0,3.0,b'male'
b'02',b'05',b'03',6.0,32.5,2.9,-0.79,67.0,-0.21,1.0,2.0,-60.0,0.0,1.0,b'male'
b'06',b'04',b'06',3.0,43.0,3.0,0.1,67.0,-0.49,1.0,4.0,-60.0,0.0,3.0,b'male'
b'03',b'05',b'04',3.0,29.0,3.1,-0.46,46.0,-0.28,1.0,3.0,-39.0,0.0,3.0,b'female'
b'01',b'01',b'01',3.0,38.0,2.5,-1.86,68.0,-1.38,1.0,4.0,-61.0,0.0,3.0,b'male'
b'08',b'08',b'08',1.0,40.0,3.7,0.77,64.0,0.68,1.0,4.0,-57.0,0.0,4.0,b'female'
b'01',b'02',b'01',2.0,31.5,2.9,-1.79,63.0,-1.13,1.0,4.0,-56.0,0.0,2.0,b'male'
b'04',b'07',b'04',1.0,41.0,3.4,-0.24,69.0,0.46,1.0,5.0,-62.0,0.0,4.0,b'male'
b'05',b'06',b'05',2.0,34.0,2.2,-0.12,55.0,0.1,1.0,3.0,-48.0,0.0,2.0,b'male'
b'02',b'04',b'03',1.0,39.0,2.7,-0.82,62.0,-0.43,1.0,4.0,-55.0,0.0,4.0,b'male'
b'04',b'05',b'05',3.0,35.0,2.5,-0.22,53.0,-0.25,1.0,4.0,-46.0,0.0,3.0,b'female'
b'02',b'02',b'02',1.0,39.0,2.7,-0.92,61.0,-1.25,1.0,3.0,-54.0,0.0,4.0,b'male'
b'09',b'08',b'09',3.0,36.5,3.2,1.12,65.0,0.71,1.0,3.0,-58.0,0.0,3.0,b'male'
b'09',b'08',b'09',1.0,41.0,3.5,0.91,69.0,0.79,1.0,5.0,-62.0,0.0,4.0,b'male'
b'02',b'03',b'03',3.0,40.0,2.4,-0.82,66.0,-0.84,1.0,3.0,-64.0,0.0,3.0,b'male'
b'04',b'05',b'04',1.0,38.0,3.5,-0.33,69.0,-0.2,1.0,1.0,-67.0,0.0,4.0,b'male'
b'05',b'02',b'05',4.0,36.0,3.5,-0.1,69.0,-0.86,1.0,5.0,-62.0,0.0,5.0,b'male'
b'01',b'02',b'01',1.0,33.0,3.0,-1.3,69.0,-1.2,1.0,4.0,-62.0,0.0,4.0,b'male'
b'10',b'10',b'10',4.0,37.0,3.5,2.46,52.0,2.5,1.0,2.0,-45.0,0.0,5.0,b'male'
b'03',b'03',b'04',2.0,29.5,2.9,-0.51,66.0,-0.71,1.0,3.0,-59.0,0.0,2.0,b'female'
b'04',b'04',b'04',5.0,33.0,3.7,-0.22,70.0,-0.28,1.0,3.0,-63.0,0.0,6.0,b'male'
b'10',b'08',b'10',6.0,34.0,2.5,1.91,65.0,0.77,1.0,3.0,-58.0,0.0,1.0,b'male'
b'04',b'03',b'04',2.0,31.0,3.2,-0.31,69.0,-0.76,1.0,3.0,-62.0,0.0,2.0,b'female'
b'03',b'03',b'03',3.0,32.0,2.7,-0.69,57.0,-0.88,1.0,5.0,-50.0,0.0,3.0,b'female'
b'10',b'10',b'10',4.0,40.0,3.3,2.06,66.0,1.97,1.0,4.0,-59.0,0.0,5.0,b'male'
b'03',b'05',b'04',3.0,35.0,3.0,-0.47,69.0,-0.28,1.0,5.0,-62.0,0.0,3.0,b'female'
b'10',b'04',b'10',4.0,34.0,3.0,1.82,69.0,-0.34,1.0,4.0,-62.0,0.0,5.0,b'male'
b'03',b'08',b'04',3.0,38.0,3.6,-0.48,69.0,0.57,1.0,3.0,-62.0,0.0,3.0,b'female'
b'03',b'03',b'03',1.0,44.0,3.7,-0.62,69.0,-0.65,1.0,4.0,-62.0,0.0,4.0,b'female'
b'05',b'05',b'05',5.0,46.0,3.8,-0.07,69.0,0.02,1.0,3.0,-67.0,0.0,6.0,b'female'
b'07',b'07',b'07',2.0,28.0,3.3,0.28,69.0,0.3,1.0,4.0,-67.0,0.0,2.0,b'male'
b'02',b'03',b'02',1.0,39.0,3.3,-1.12,69.0,-0.72,1.0,3.0,-62.0,0.0,4.0,b'male'
b'03',b'03',b'03',1.0,31.0,3.6,-0.67,69.0,-0.69,1.0,4.0,-62.0,0.0,4.0,b'female'
b'07',b'06',b'07',1.0,39.0,3.7,0.37,69.0,0.13,1.0,4.0,-62.0,0.0,4.0,b'male'
b'10',b'09',b'10',4.0,39.0,3.0,1.35,56.0,1.08,1.0,5.0,-49.0,0.0,5.0,b'male'
b'05',b'04',b'06',3.0,34.5,3.3,0.05,67.0,-0.4,1.0,4.0,-65.0,0.0,3.0,b'male'
b'05',b'04',b'06',6.0,23.0,2.3,0.02,69.0,-0.56,1.0,2.0,-62.0,0.0,1.0,b'male'
b'05',b'07',b'05',2.0,29.0,3.5,-0.08,69.0,0.3,1.0,4.0,-62.0,0.0,2.0,b'male'
b'06',b'08',b'07',3.0,32.5,3.2,0.29,66.0,0.6,1.0,2.0,-59.0,0.0,3.0,b'male'
b'10',b'10',b'10',3.0,32.0,3.1,1.38,69.0,1.79,1.0,4.0,-62.0,0.0,3.0,b'female'
b'04',b'01',b'04',3.0,35.0,2.7,-0.38,67.0,-1.32,1.0,3.0,-60.0,0.0,3.0,b'male'
b'05',b'04',b'05',4.0,42.0,3.4,-0.16,61.0,-0.41,1.0,2.0,-54.0,0.0,5.0,b'male'
b'05',b'04',b'05',1.0,36.0,3.5,-0.07,67.0,-0.3,1.0,4.0,-60.0,0.0,4.0,b'male'
b'08',b'09',b'08',1.0,42.0,3.6,0.77,69.0,0.88,1.0,4.0,-62.0,0.0,4.0,b'female'
b'06',b'07',b'06',1.0,43.0,3.5,0.2,66.0,0.4,1.0,4.0,-59.0,0.0,4.0,b'male'
b'09',b'10',b'09',3.0,43.0,2.9,1.13,66.0,1.41,1.0,4.0,-59.0,0.0,3.0,b'male'
b'05',b'06',b'05',5.0,46.0,3.6,-0.07,69.0,0.1,1.0,4.0,-62.0,0.0,6.0,b'female'
b'01',b'02',b'02',2.0,23.0,2.5,-1.27,66.0,-0.97,1.0,4.0,-59.0,0.0,2.0,b'female'
b'10',b'10',b'10',1.0,41.0,3.4,1.57,66.0,1.84,1.0,3.0,-59.0,0.0,4.0,b'male'
b'02',b'01',b'02',4.0,35.0,2.9,-1.14,68.0,-1.72,1.0,3.0,-61.0,0.0,5.0,b'male'
b'04',b'06',b'04',1.0,35.0,3.1,-0.25,69.0,0.2,1.0,4.0,-62.0,0.0,4.0,b'male'
b'02',b'02',b'03',3.0,27.7,2.0,-0.81,66.0,-0.97,1.0,4.0,-59.0,0.0,3.0,b'male'
b'01',b'01',b'01',2.0,33.5,3.7,-1.53,67.0,-1.36,1.0,3.0,-60.0,0.0,2.0,b'female'
b'07',b'07',b'07',4.0,45.0,3.4,0.34,62.0,0.36,1.0,2.0,-55.0,0.0,5.0,b'female'
b'08',b'08',b'08',3.0,27.7,3.8,0.8,66.0,0.57,1.0,3.0,-64.0,0.0,3.0,b'female'
b'05',b'03',b'05',3.0,35.0,3.2,-0.17,69.0,-0.79,1.0,3.0,-62.0,0.0,3.0,b'female'
b'03',b'03',b'03',1.0,44.0,3.3,-0.69,65.0,-0.79,1.0,4.0,-58.0,0.0,4.0,b'male'
b'01',b'01',b'01',3.0,24.0,3.6,-2.22,69.0,-1.65,1.0,2.0,-62.0,0.0,3.0,b'female'
b'03',b'04',b'03',4.0,45.0,3.9,-0.61,69.0,-0.37,1.0,4.0,-62.0,0.0,5.0,b'female'
b'04',b'02',b'05',3.0,31.0,3.4,-0.23,69.0,-1.2,1.0,3.0,-62.0,0.0,3.0,b'female'
b'02',b'03',b'03',3.0,36.0,2.9,-0.8,67.0,-0.86,1.0,3.0,-60.0,0.0,3.0,b'male'
b'08',b'09',b'08',3.0,38.0,3.1,0.81,68.0,1.14,1.0,4.0,-61.0,0.0,3.0,b'female'
b'01',b'02',b'01',5.0,46.0,3.8,-1.3,68.0,-1.26,1.0,4.0,-61.0,0.0,6.0,b'male'
b'09',b'10',b'09',4.0,47.0,2.8,1.12,67.0,1.76,1.0,5.0,-60.0,0.0,5.0,b'male'
b'04',b'03',b'04',4.0,43.0,3.7,-0.32,69.0,-0.53,1.0,4.0,-62.0,0.0,5.0,b'male'
b'09',b'10',b'09',3.0,33.0,3.9,1.06,69.0,1.39,1.0,4.0,-67.0,0.0,3.0,b'female'
