workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,sex
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,0,0,40,Mexico,Male
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,5178,0,60,United-States,Male
Private,Some-college,10,Divorced,Tech-support,Unmarried,0,0,30,United-States,Female
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,60,United-States,Female
Private,HS-grad,9,Never-married,Prof-specialty,Own-child,0,0,36,United-States,Female
Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,1887,70,United-States,Male
Private,Some-college,10,Never-married,Prof-specialty,Own-child,0,0,25,United-States,Male
Self-emp-inc,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,0,1876,50,United-States,Male
Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Sales,Wife,0,0,21,United-States,Female
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,55,United-States,Male
Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,15,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,Male
Local-gov,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,40,United-States,Female
Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,0,0,40,United-States,Male
Private,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,38,United-States,Female
Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Tech-support,Not-in-family,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Sales,Own-child,0,0,40,United-States,Female
Local-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Assoc-acdm,12,Widowed,Machine-op-inspct,Unmarried,0,0,40,United-States,Female
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Ireland,Male
Private,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,0,0,40,United-States,Female
Self-emp-not-inc,Some-college,10,Divorced,Other-service,Not-in-family,3325,0,40,United-States,Female
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,30,United-States,Male
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,1741,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,62,United-States,Male
Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,Male
Local-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,7688,0,40,United-States,Male
Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Unmarried,0,0,50,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,43,United-States,Male
Private,Prof-school,15,Never-married,Farming-fishing,Not-in-family,0,0,32,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,1977,50,United-States,Male
Private,Some-college,10,Never-married,Transport-moving,Own-child,0,0,20,China,Male
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,40,United-States,Female
Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Unmarried,0,0,60,United-States,Male
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,45,United-States,Female
Private,10th,6,Widowed,Priv-house-serv,Not-in-family,0,0,60,United-States,Female
Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,0,0,40,United-States,Male
Private,11th,7,Never-married,Sales,Own-child,0,0,14,United-States,Female
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,Male
Private,Assoc-acdm,12,Divorced,Sales,Not-in-family,0,0,32,United-States,Male
Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,0,0,50,United-States,Male
Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,1980,40,United-States,Female
Federal-gov,Bachelors,13,Separated,Exec-managerial,Unmarried,0,0,60,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,15024,0,45,United-States,Male
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,Male
State-gov,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Male
Private,11th,7,Never-married,Sales,Own-child,0,0,35,United-States,Female
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,50,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,47,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,15,United-States,Male
Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,0,0,15,United-States,Male
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,1668,20,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,70,United-States,Male
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Male
Self-emp-not-inc,Some-college,10,Never-married,Other-service,Own-child,0,0,24,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,43,United-States,Male
Self-emp-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,30,United-States,Male
Private,HS-grad,9,Widowed,Craft-repair,Other-relative,0,0,40,Cambodia,Female
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,20,United-States,Female
Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,0,1977,60,China,Female
Private,Some-college,10,Never-married,Exec-managerial,Own-child,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Priv-house-serv,Not-in-family,0,0,26,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,45,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,3103,0,40,United-States,Male
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,68,United-States,Female
Private,11th,7,Never-married,Sales,Own-child,0,0,19,United-States,Female
Private,12th,8,Never-married,Sales,Own-child,0,0,8,United-States,Female
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,Female
Private,11th,7,Never-married,Craft-repair,Not-in-family,0,0,45,United-States,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,70,India,Male
Local-gov,Masters,14,Married-spouse-absent,Prof-specialty,Unmarried,7430,0,60,United-States,Female
State-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,37,United-States,Female
Private,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,0,0,40,United-States,Male
State-gov,Masters,14,Widowed,Prof-specialty,Unmarried,0,0,40,United-States,Female
Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,Male
Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,20,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,4787,0,60,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,45,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,Male
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,0,0,50,United-States,Female
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,1628,40,United-States,Male
Federal-gov,HS-grad,9,Never-married,Other-service,Own-child,0,0,40,United-States,Male
Self-emp-inc,Masters,14,Widowed,Adm-clerical,Not-in-family,0,0,25,United-States,Female
Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,0,1719,40,United-States,Male
Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,Male
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,Male
Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,0,43,United-States,Male
Private,Some-college,10,Never-married,Handlers-cleaners,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Divorced,Other-service,Own-child,0,0,40,United-States,Female
Private,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,0,0,40,United-States,Female
Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,0,0,48,United-States,Male
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,50,United-States,Male
Private,Some-college,10,Never-married,Transport-moving,Not-in-family,0,0,40,United-States,Male
Private,Bachelors,13,Married-AF-spouse,Sales,Wife,0,0,60,Philippines,Female
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,15,United-States,Male
State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,20,United-States,Female
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,Male
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,55,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,India,Male
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,45,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,84,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1977,40,Germany,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,65,United-States,Male
Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,45,United-States,Male
Self-emp-inc,Doctorate,16,Never-married,Prof-specialty,Not-in-family,99999,0,55,United-States,Male
State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,60,United-States,Male
Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,41,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,China,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,Male
Local-gov,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,0,0,40,United-States,Female
Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,60,United-States,Female
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,40,Germany,Male
Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,0,0,32,United-States,Male
Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,0,0,45,United-States,Male
Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,1506,0,45,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Sales,Other-relative,0,0,24,United-States,Female
Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,35,United-States,Male
Private,12th,8,Never-married,Other-service,Not-in-family,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,45,United-States,Male
Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,35,United-States,Male
Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,0,1876,40,United-States,Male
Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,0,0,45,United-States,Male
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,38,United-States,Female
Private,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,0,0,38,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,48,United-States,Male
Self-emp-inc,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,0,0,48,United-States,Male
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,Male
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,0,0,16,United-States,Male
Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,20,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,0,0,15,United-States,Female
Private,12th,8,Separated,Other-service,Unmarried,0,0,50,Dominican-Republic,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Masters,14,Divorced,Exec-managerial,Other-relative,0,0,40,South,Female
Private,Masters,14,Separated,Exec-managerial,Not-in-family,0,0,20,United-States,Male
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Other-service,Unmarried,0,0,20,United-States,Female
Private,11th,7,Widowed,Adm-clerical,Not-in-family,0,0,45,United-States,Female
Private,Some-college,10,Divorced,Other-service,Unmarried,0,0,21,United-States,Female
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,30,Puerto-Rico,Male
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,80,United-States,Male
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Divorced,Transport-moving,Other-relative,0,0,60,United-States,Male
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,Male
Private,Masters,14,Never-married,Prof-specialty,Unmarried,0,0,40,China,Female
Private,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,0,0,40,United-States,Female
Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,0,1340,45,United-States,Female
Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,0,0,38,United-States,Female
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,1887,40,United-States,Male
Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,Male
Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Wife,99999,0,50,United-States,Female
Private,HS-grad,9,Divorced,Exec-managerial,Other-relative,0,0,45,United-States,Female
Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,Male
Private,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,0,0,40,South,Female
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,Male
Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,3137,0,40,United-States,Male
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,Mexico,Male
Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,2415,55,United-States,Male
